Date,Channel,Campaign Name,Conversions,Spend,Revenue,CTR,CPA,ROAS,AOV,Region,Device Type,Open Rate,Bounce Rate,Creative Format,Creative Size,Season/Event,Video Length,ROI,Year,Month
2022-05-30,Paid Social,Paid Social - 2 - 2022,240.0856905,2809.516183,3118.021274,0.487038573,36.36941255,0.908111399,79.68501835,Europe,Mobile,,,Text,320x50,Spring Sale,,0.109807195,2022,May
2022-05-30,Paid Video,Paid Video - 2 - 2022,845.757338,4432.637605,2679.572822,0.426925057,56.96088637,0.583777763,141.768325,North America,Mobile,,,Text,728x90,Spring Sale,,-0.395490211,2022,May
2022-05-30,Affiliate Marketing,Affiliate Marketing - 1 - 2022,500.0238601,7206.558607,11414.59705,1.509194878,45.99716989,1.646163333,117.700056,North America,Desktop,,,Image,300x250,Spring Sale,,0.583917882,2022,May
2022-05-30,Email Marketing,Email Marketing - 3 - 2022,1609.138025,5349.228823,7973.531259,1.084368837,23.72483765,1.496978421,69.05901386,Europe,Tablet,0.135369378,,Text,320x50,Spring Sale,,0.490594536,2022,May
2022-05-30,Display Ads,Display Ads - 2 - 2022,1114.463503,,,,58.0066654,0.539215689,,Europe,Tablet,,,Text,300x250,Spring Sale,,,2022,May
2022-05-30,Organic Search,Organic Search - 4 - 2022,616.0160353,,,,30.42334457,1.778288313,,North America,Mobile,,,Text,320x50,Spring Sale,,,2022,May
2022-05-30,Content Marketing,Content Marketing - 2 - 2022,1249.875624,,,,33.66641215,0.967721234,,Asia-Pacific,Mobile,,,Text,320x50,Spring Sale,,,2022,May
2022-05-31,Paid Search,Paid Search - 4 - 2022,1198.101781,4214.396805,4877.130362,0.6917823,36.26713298,1.255260313,38.07148611,Asia-Pacific,Tablet,,0.45497961,Image,728x90,Spring Sale,,0.157254665,2022,May
2022-05-31,Paid Social,Paid Social - 2 - 2022,432.2075408,2379.657945,3445.188041,0.471736147,22.02862648,1.676967297,127.1072696,Europe,Tablet,,,Video,,Spring Sale,30s,0.447766074,2022,May
2022-05-31,Paid Video,Paid Video - 1 - 2022,434.5155703,9463.809375,10864.50025,1.37215742,39.96331754,1.43533375,49.80017557,North America,Mobile,,,Image,320x50,Spring Sale,,0.148004975,2022,May
2022-05-31,Affiliate Marketing,Affiliate Marketing - 3 - 2022,522.7765959,5806.294723,6909.507331,0.922370273,24.87144446,1.158513725,124.7779778,North America,Tablet,,,Image,320x50,Spring Sale,,0.190002861,2022,May
2022-05-31,Email Marketing,Email Marketing - 2 - 2022,367.7034573,5417.595907,3256.774913,0.479211134,35.89112148,0.515067759,36.39418657,Asia-Pacific,Desktop,0.152936603,,Video,,Spring Sale,30s,-0.398852375,2022,May
2022-05-31,Display Ads,Display Ads - 4 - 2022,269.8623167,,,,33.98527252,1.200331105,,Asia-Pacific,Mobile,,,Text,728x90,Spring Sale,,,2022,May
2022-05-31,Organic Search,Organic Search - 1 - 2022,1377.19215,,,,50.90139883,1.464191069,,Asia-Pacific,Tablet,,,Image,300x250,Spring Sale,,,2022,May
2022-05-31,Content Marketing,Content Marketing - 4 - 2022,476.7585965,,,,51.86096751,1.764171845,,Asia-Pacific,Mobile,,,Image,300x250,Spring Sale,,,2022,May
2022-06-01,Paid Search,Paid Search - 1 - 2022,1073.366706,2830.109511,2749.636445,0.394131278,26.27416851,1.280146657,88.55873971,Latin America,Desktop,,0.232564993,Text,320x50,Summer Sale,,-0.028434612,2022,June
2022-06-01,Paid Social,Paid Social - 4 - 2022,113.1000322,4184.862471,5276.276904,0.725229229,34.21927543,1.1155182,56.08436201,Latin America,Tablet,,,Image,728x90,Summer Sale,,0.26080055,2022,June
2022-06-01,Paid Video,Paid Video - 3 - 2022,942.0331846,17515.36904,26844.68515,3.408730075,35.36849715,1.360629866,120.5885264,North America,Desktop,,,Image,728x90,Summer Sale,,0.532636,2022,June
2022-06-01,Affiliate Marketing,Affiliate Marketing - 2 - 2022,358.1030556,3615.726232,6713.199739,0.906166389,26.29671842,1.675789511,70.8627938,Asia-Pacific,Tablet,,,Image,300x250,Summer Sale,,0.856667045,2022,June
2022-06-01,Email Marketing,Email Marketing - 4 - 2022,397.9789872,1791.671033,1398.041363,0.227522473,51.89637881,0.908386079,48.95895511,North America,Mobile,0.126667228,,Image,320x50,Summer Sale,,-0.219699746,2022,June
2022-06-01,Display Ads,Display Ads - 3 - 2022,557.0316932,,,,48.29064135,1.342919756,,Asia-Pacific,Desktop,,,Image,320x50,Summer Sale,,,2022,June
2022-06-01,Organic Search,Organic Search - 1 - 2022,1027.387458,,,,27.66374695,1.87452719,,North America,Desktop,,,Image,300x250,Summer Sale,,,2022,June
2022-06-01,Content Marketing,Content Marketing - 3 - 2022,812.3962365,,,,34.57461068,1.432281235,,Latin America,Mobile,,,Video,,Summer Sale,30s,,2022,June
2022-06-02,Paid Search,Paid Search - 3 - 2022,834.6226836,4174.488442,2577.659156,0.4144006,24.26302006,0.987305023,113.19214,North America,Mobile,,0.48869771,Video,,Summer Sale,30s,-0.38252095,2022,June
2022-06-02,Paid Social,Paid Social - 2 - 2022,303.1658062,5602.113682,8159.70031,1.085980659,45.10522389,1.424827845,90.01303743,Latin America,Tablet,,,Video,,Summer Sale,30s,0.45653958,2022,June
2022-06-02,Paid Video,Paid Video - 2 - 2022,200.2194565,2612.48898,1787.44929,0.308918241,24.83979335,0.757948607,61.7871322,North America,Tablet,,,Text,300x250,Summer Sale,,-0.315805998,2022,June
2022-06-02,Affiliate Marketing,Affiliate Marketing - 1 - 2022,726.8161965,8960.598323,11981.60397,1.555725576,59.46640052,0.854534156,65.0619254,North America,Tablet,,,Text,300x250,Summer Sale,,0.337143295,2022,June
2022-06-02,Email Marketing,Email Marketing - 4 - 2022,304.8797132,4694.880454,5717.275585,0.800622221,51.01711854,1.22207683,66.11836651,Latin America,Desktop,0.109173053,,Image,728x90,Summer Sale,,0.217768086,2022,June
2022-06-02,Display Ads,Display Ads - 3 - 2022,989.0504543,,,,35.61587314,1.950627449,,Europe,Mobile,,,Text,728x90,Summer Sale,,,2022,June
2022-06-02,Organic Search,Organic Search - 4 - 2022,1243.736083,,,,43.16870893,1.443975225,,Latin America,Mobile,,,Text,728x90,Summer Sale,,,2022,June
2022-06-02,Content Marketing,Content Marketing - 1 - 2022,605.0928012,,,,56.47428859,0.786326092,,Latin America,Mobile,,,Text,320x50,Summer Sale,,,2022,June
2022-06-03,Paid Search,Paid Search - 4 - 2022,345.479028,8687.916271,7298.29628,0.965076221,42.12943829,0.920409895,84.04440404,Europe,Desktop,,0.378582691,Video,,Summer Sale,30s,-0.159948594,2022,June
2022-06-03,Paid Social,Paid Social - 3 - 2022,702.3653383,1368.806525,2440.479562,0.388980941,27.1619967,1.97887846,33.62479479,Asia-Pacific,Desktop,,,Text,300x250,Summer Sale,,0.782925138,2022,June
2022-06-03,Paid Video,Paid Video - 1 - 2022,198.3465579,6416.662968,4867.453451,0.653300584,35.09154981,0.758309586,50.29948906,Asia-Pacific,Mobile,,,Text,728x90,Summer Sale,,-0.241435389,2022,June
2022-06-03,Affiliate Marketing,Affiliate Marketing - 4 - 2022,509.0810791,5079.290659,5740.210034,0.778831257,53.76216675,0.773477968,79.17993641,North America,Mobile,,,Image,320x50,Summer Sale,,0.130120408,2022,June
2022-06-03,Email Marketing,Email Marketing - 3 - 2022,349.0579233,9078.352439,7377.175211,1.043105393,45.97608825,0.820326072,40.38526282,North America,Mobile,0.218531787,,Text,300x250,Summer Sale,,-0.187388322,2022,June
2022-06-03,Display Ads,Display Ads - 2 - 2022,7.575791046,,,,46.01627519,1.78178496,,North America,Mobile,,,Text,300x250,Summer Sale,,,2022,June
2022-06-03,Organic Search,Organic Search - 3 - 2022,1080.321479,,,,54.70717355,1.059971297,,North America,Desktop,,,Text,320x50,Summer Sale,,,2022,June
2022-06-03,Content Marketing,Content Marketing - 2 - 2022,559.8132503,,,,55.74350076,0.986050811,,North America,Mobile,,,Text,728x90,Summer Sale,,,2022,June
2022-06-04,Paid Search,Paid Search - 3 - 2022,495.5043041,5694.753105,5905.451888,0.806048425,56.98968204,0.856770094,99.99250066,Asia-Pacific,Desktop,,0.303498126,Video,,Summer Sale,30s,0.036998756,2022,June
2022-06-04,Paid Social,Paid Social - 1 - 2022,179.8227538,4253.830973,8338.59107,1.037188598,23.7527318,1.367097702,50.36732944,North America,Mobile,,,Image,320x50,Summer Sale,,0.960254444,2022,June
2022-06-04,Paid Video,Paid Video - 2 - 2022,284.976544,10049.44014,13131.29501,1.69133757,41.97037681,1.494981637,31.05747363,Asia-Pacific,Tablet,,,Text,300x250,Summer Sale,,0.306669309,2022,June
2022-06-04,Affiliate Marketing,Affiliate Marketing - 1 - 2022,388.8679604,5106.806478,8544.156569,1.109460658,49.60380679,1.576202011,72.30854586,Asia-Pacific,Desktop,,,Text,300x250,Summer Sale,,0.673091903,2022,June
2022-06-04,Email Marketing,Email Marketing - 4 - 2022,564.8527971,7268.958788,13918.59365,1.815874079,50.13956025,2.101185774,80.97664778,North America,Tablet,0.28200382,,Video,,Summer Sale,30s,0.914798811,2022,June
2022-06-04,Display Ads,Display Ads - 1 - 2022,564.9336493,,,,44.37734779,1.989784065,,North America,Desktop,,,Text,300x250,Summer Sale,,,2022,June
2022-06-04,Organic Search,Organic Search - 1 - 2022,414.1223601,,,,26.62274655,0.93609002,,North America,Desktop,,,Video,,Summer Sale,30s,,2022,June
2022-06-04,Content Marketing,Content Marketing - 1 - 2022,834.2690371,,,,51.9961023,1.915367989,,North America,Mobile,,,Text,320x50,Summer Sale,,,2022,June
2022-06-05,Paid Search,Paid Search - 1 - 2022,411.1723231,5438.988706,2808.705493,0.44941437,48.36774864,0.627902206,45.76100307,Europe,Mobile,,0.256194149,Image,300x250,Summer Sale,,-0.483597844,2022,June
2022-06-05,Paid Social,Paid Social - 2 - 2022,304.1981962,2597.037779,2705.429064,0.434520851,23.4462637,1.219954688,102.5619206,Latin America,Desktop,,,Image,300x250,Summer Sale,,0.041736507,2022,June
2022-06-05,Paid Video,Paid Video - 2 - 2022,297.9090311,3799.29371,6830.247028,0.929409223,38.47885614,1.895325587,106.5724926,North America,Tablet,,,Video,,Summer Sale,30s,0.797767572,2022,June
2022-06-05,Affiliate Marketing,Affiliate Marketing - 3 - 2022,383.265162,7430.920149,6472.240141,0.898391515,26.78897459,1.088850223,63.04003165,Asia-Pacific,Tablet,,,Text,320x50,Summer Sale,,-0.129012288,2022,June
2022-06-05,Email Marketing,Email Marketing - 1 - 2022,922.1364526,3477.541131,2968.465265,0.448938036,33.41056327,0.862155178,70.77546981,Europe,Mobile,0.269629906,,Image,300x250,Summer Sale,,-0.146389603,2022,June
2022-06-05,Display Ads,Display Ads - 2 - 2022,852.0562014,,,,20.63145119,0.79439046,,North America,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-05,Organic Search,Organic Search - 2 - 2022,406.4103257,,,,36.00551701,1.408100597,,Latin America,Desktop,,,Text,320x50,Summer Sale,,,2022,June
2022-06-05,Content Marketing,Content Marketing - 3 - 2022,745.8411688,,,,41.77630461,1.190328746,,Asia-Pacific,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-06,Paid Search,Paid Search - 4 - 2022,573.692924,2750.467451,4443.660269,0.685373008,44.83390752,1.397856591,131.8104507,North America,Tablet,,0.209318201,Text,320x50,Summer Sale,,0.615601838,2022,June
2022-06-06,Paid Social,Paid Social - 1 - 2022,305.6437099,4944.524956,8642.855793,1.155062025,46.75820817,1.62849043,92.33994949,Asia-Pacific,Desktop,,,Image,300x250,Summer Sale,,0.747964844,2022,June
2022-06-06,Paid Video,Paid Video - 3 - 2022,552.8968329,9778.25152,14877.12642,1.937972126,53.49660108,1.58288087,94.13896235,Latin America,Tablet,,,Video,,Summer Sale,30s,0.521450578,2022,June
2022-06-06,Affiliate Marketing,Affiliate Marketing - 3 - 2022,1051.059431,7718.512047,6476.582976,0.865555534,28.74795447,0.741682984,36.5397177,Asia-Pacific,Mobile,,,Image,728x90,Summer Sale,,-0.160902654,2022,June
2022-06-06,Email Marketing,Email Marketing - 3 - 2022,570.4923538,4529.293948,8003.112025,1.048245999,24.99440289,1.872488309,58.86650039,North America,Tablet,0.227374468,,Video,,Summer Sale,30s,0.766966798,2022,June
2022-06-06,Display Ads,Display Ads - 1 - 2022,1466.1972,,,,54.2593252,0.839188484,,Europe,Desktop,,,Text,320x50,Summer Sale,,,2022,June
2022-06-06,Organic Search,Organic Search - 2 - 2022,200.2648747,,,,26.56373479,0.968137587,,North America,Tablet,,,Image,300x250,Summer Sale,,,2022,June
2022-06-06,Content Marketing,Content Marketing - 4 - 2022,1742.248762,,,,58.91053093,0.836832704,,Latin America,Desktop,,,Text,320x50,Summer Sale,,,2022,June
2022-06-07,Paid Search,Paid Search - 2 - 2022,1319.988429,3452.311484,5145.391695,0.662075225,53.58657174,1.147099021,74.66405946,North America,Mobile,,0.387638352,Image,300x250,Summer Sale,,0.490419308,2022,June
2022-06-07,Paid Social,Paid Social - 4 - 2022,371.1896107,6182.173775,4271.741559,0.617807615,40.16041874,0.58539678,113.4641696,Asia-Pacific,Mobile,,,Text,300x250,Summer Sale,,-0.30902273,2022,June
2022-06-07,Paid Video,Paid Video - 2 - 2022,501.2001023,3225.85581,2072.930837,0.324362603,59.37017959,0.844164509,90.27597532,Europe,Tablet,,,Video,,Summer Sale,30s,-0.357401273,2022,June
2022-06-07,Affiliate Marketing,Affiliate Marketing - 2 - 2022,199.0630969,6931.838024,6568.832329,0.882307209,24.01917721,1.046355519,58.91539896,Europe,Desktop,,,Image,300x250,Summer Sale,,-0.052367885,2022,June
2022-06-07,Email Marketing,Email Marketing - 4 - 2022,269.0153437,2144.06966,2145.358412,0.336921413,32.42491564,0.915846241,39.02675815,Europe,Tablet,0.226709694,,Image,320x50,Summer Sale,,0.000601078,2022,June
2022-06-07,Display Ads,Display Ads - 2 - 2022,763.8193215,,,,45.53079579,1.224343233,,Europe,Mobile,,,Video,,Summer Sale,30s,,2022,June
2022-06-07,Organic Search,Organic Search - 4 - 2022,234.1295733,,,,34.06845979,1.615911512,,North America,Desktop,,,Image,728x90,Summer Sale,,,2022,June
2022-06-07,Content Marketing,Content Marketing - 3 - 2022,266.2546688,,,,56.97803996,1.559341673,,Europe,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-08,Paid Search,Paid Search - 2 - 2022,370.240946,7858.713278,7074.349991,0.92661445,22.96669491,0.938045775,36.43497678,Asia-Pacific,Desktop,,0.291507805,Video,,Summer Sale,30s,-0.099808106,2022,June
2022-06-08,Paid Social,Paid Social - 3 - 2022,64.54256894,1645.053772,1003.735977,0.144209871,41.9226261,1.140562092,34.24321089,Latin America,Tablet,,,Text,320x50,Summer Sale,,-0.389846099,2022,June
2022-06-08,Paid Video,Paid Video - 3 - 2022,947.9013662,3780.399202,7333.448078,0.943709215,43.58533615,1.838786458,50.54332649,Asia-Pacific,Tablet,,,Text,728x90,Summer Sale,,0.939860762,2022,June
2022-06-08,Affiliate Marketing,Affiliate Marketing - 3 - 2022,615.5358095,3575.977048,1560.995148,0.301474735,46.05364497,0.348188723,60.40474884,North America,Tablet,,,Video,,Summer Sale,30s,-0.563477302,2022,June
2022-06-08,Email Marketing,Email Marketing - 4 - 2022,245.3064735,7145.766942,12781.64134,1.619903066,30.1234656,1.802206963,68.75307211,Latin America,Desktop,0.362025527,,Text,728x90,Summer Sale,,0.788701122,2022,June
2022-06-08,Display Ads,Display Ads - 1 - 2022,675.4941548,,,,34.46594717,0.964671016,,Asia-Pacific,Mobile,,,Video,,Summer Sale,30s,,2022,June
2022-06-08,Organic Search,Organic Search - 2 - 2022,360.7240387,,,,53.6634285,1.68942521,,Europe,Desktop,,,Text,320x50,Summer Sale,,,2022,June
2022-06-08,Content Marketing,Content Marketing - 1 - 2022,1515.70225,,,,27.57918341,1.246042391,,Europe,Desktop,,,Image,728x90,Summer Sale,,,2022,June
2022-06-09,Paid Search,Paid Search - 2 - 2022,210.4036812,3493.276088,3726.349698,0.543158875,52.94906302,1.133002643,68.34486973,North America,Desktop,,0.172022659,Text,320x50,Summer Sale,,0.066720638,2022,June
2022-06-09,Paid Social,Paid Social - 3 - 2022,381.5751289,874.5715965,1270.00467,0.196823224,42.81805101,1.443189721,135.0483625,North America,Desktop,,,Text,728x90,Summer Sale,,0.452144884,2022,June
2022-06-09,Paid Video,Paid Video - 1 - 2022,644.5961455,3782.461545,5589.413465,0.750228271,50.60520527,1.125473291,61.1879749,Latin America,Tablet,,,Video,,Summer Sale,30s,0.477718517,2022,June
2022-06-09,Affiliate Marketing,Affiliate Marketing - 2 - 2022,323.5676972,2539.101714,2522.986377,0.363399573,48.69243932,1.089952318,65.80847628,Europe,Desktop,,,Image,300x250,Summer Sale,,-0.006346866,2022,June
2022-06-09,Email Marketing,Email Marketing - 1 - 2022,210.1736738,5801.642211,8416.313196,1.083320478,28.48881322,1.303358983,73.26049266,North America,Desktop,0.456475322,,Image,320x50,Summer Sale,,0.450677737,2022,June
2022-06-09,Display Ads,Display Ads - 4 - 2022,297.5156963,,,,43.04597099,1.623373204,,Latin America,Mobile,,,Text,728x90,Summer Sale,,,2022,June
2022-06-09,Organic Search,Organic Search - 4 - 2022,80.79403867,,,,54.4254985,0.41937254,,North America,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-09,Content Marketing,Content Marketing - 3 - 2022,1655.96447,,,,37.08786817,0.465743592,,North America,Mobile,,,Image,320x50,Summer Sale,,,2022,June
2022-06-10,Paid Search,Paid Search - 4 - 2022,475.4646033,3868.373008,4632.209449,0.660643584,58.53503502,1.109247409,90.87512077,Latin America,Tablet,,0.457299596,Text,320x50,Summer Sale,,0.197456771,2022,June
2022-06-10,Paid Social,Paid Social - 2 - 2022,635.5475422,3647.669093,2499.43813,0.386629646,38.01344724,0.68166003,70.86975945,Europe,Mobile,,,Video,,Summer Sale,30s,-0.314784849,2022,June
2022-06-10,Paid Video,Paid Video - 3 - 2022,357.7570831,3602.485955,5603.612049,0.770287764,25.66333436,1.389388065,59.80039626,North America,Mobile,,,Video,,Summer Sale,30s,0.555484773,2022,June
2022-06-10,Affiliate Marketing,Affiliate Marketing - 4 - 2022,347.0034767,8200.482284,7020.2519,0.88785045,35.50587079,0.575609731,46.28565298,North America,Tablet,,,Image,320x50,Summer Sale,,-0.14392207,2022,June
2022-06-10,Email Marketing,Email Marketing - 4 - 2022,318.1667356,6778.419425,7554.4824,0.984793891,58.10318568,1.585836619,60.1904029,North America,Desktop,0.255241342,,Video,,Summer Sale,30s,0.114490256,2022,June
2022-06-10,Display Ads,Display Ads - 2 - 2022,650.0870711,,,,32.79448124,0.578361726,,Asia-Pacific,Mobile,,,Image,300x250,Summer Sale,,,2022,June
2022-06-10,Organic Search,Organic Search - 3 - 2022,427.2725048,,,,54.60827283,1.35175882,,Latin America,Desktop,,,Text,728x90,Summer Sale,,,2022,June
2022-06-10,Content Marketing,Content Marketing - 2 - 2022,29.36184208,,,,54.90193946,0.390555737,,Latin America,Desktop,,,Text,300x250,Summer Sale,,,2022,June
2022-06-11,Paid Search,Paid Search - 3 - 2022,106.1259098,2464.497832,986.659117,0.13674785,33.84860198,0.215132689,35.87430016,Latin America,Mobile,,0.257313486,Text,300x250,Summer Sale,,-0.599651051,2022,June
2022-06-11,Paid Social,Paid Social - 3 - 2022,264.9793944,6035.582169,2834.837712,0.38663958,23.24242814,0.592349696,65.57809481,North America,Tablet,,,Video,,Summer Sale,30s,-0.530312465,2022,June
2022-06-11,Paid Video,Paid Video - 2 - 2022,402.5968527,9344.904786,18165.20739,2.273895033,48.94278366,1.959286476,56.60424099,North America,Mobile,,,Text,300x250,Summer Sale,,0.943862223,2022,June
2022-06-11,Affiliate Marketing,Affiliate Marketing - 3 - 2022,720.4262183,13470.69301,10358.28731,1.342162903,32.27974517,0.915269166,74.64092299,Asia-Pacific,Tablet,,,Text,320x50,Summer Sale,,-0.231050154,2022,June
2022-06-11,Email Marketing,Email Marketing - 3 - 2022,283.3520092,8368.83747,13076.30649,1.662731045,51.23841554,1.626644874,58.94162067,Latin America,Desktop,0.465481202,,Image,728x90,Summer Sale,,0.562499754,2022,June
2022-06-11,Display Ads,Display Ads - 4 - 2022,825.770551,,,,37.52523595,0.577919591,,Asia-Pacific,Mobile,,,Text,320x50,Summer Sale,,,2022,June
2022-06-11,Organic Search,Organic Search - 1 - 2022,537.7644892,,,,39.3905386,0.510304489,,Latin America,Desktop,,,Video,,Summer Sale,30s,,2022,June
2022-06-11,Content Marketing,Content Marketing - 4 - 2022,1600.830589,,,,50.94468166,1.503156308,,Asia-Pacific,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-12,Paid Search,Paid Search - 3 - 2022,157.5797258,3445.839996,4401.449209,0.570241155,35.1587085,1.345922595,101.4599887,Latin America,Tablet,,0.258983767,Video,,Summer Sale,30s,0.277322573,2022,June
2022-06-12,Paid Social,Paid Social - 4 - 2022,411.3537342,7355.115963,14088.9509,1.742416281,37.51570435,1.727957748,117.9121643,Asia-Pacific,Mobile,,,Image,300x250,Summer Sale,,0.915530765,2022,June
2022-06-12,Paid Video,Paid Video - 4 - 2022,591.6841411,10354.23209,19931.90209,2.529646534,35.02305864,1.923327376,108.9652999,Latin America,Desktop,,,Video,,Summer Sale,30s,0.925000514,2022,June
2022-06-12,Affiliate Marketing,Affiliate Marketing - 2 - 2022,522.7092661,7243.520476,12188.93633,1.584680162,34.55498897,1.692461321,95.8069534,Latin America,Desktop,,,Video,,Summer Sale,30s,0.682736505,2022,June
2022-06-12,Email Marketing,Email Marketing - 3 - 2022,411.9466052,8528.479744,11766.33263,1.483479917,41.18294856,1.34784816,95.99342835,Europe,Desktop,0.178294199,,Image,728x90,Summer Sale,,0.379651823,2022,June
2022-06-12,Display Ads,Display Ads - 2 - 2022,57.86326692,,,,52.41691382,1.305936554,,Asia-Pacific,Mobile,,,Image,300x250,Summer Sale,,,2022,June
2022-06-12,Organic Search,Organic Search - 3 - 2022,8.447070517,,,,34.45955618,1.167345104,,Asia-Pacific,Desktop,,,Text,300x250,Summer Sale,,,2022,June
2022-06-12,Content Marketing,Content Marketing - 1 - 2022,652.3638761,,,,40.84259114,1.890153609,,Latin America,Desktop,,,Image,320x50,Summer Sale,,,2022,June
2022-06-13,Paid Search,Paid Search - 3 - 2022,164.8123596,2913.938362,4253.180806,0.611339963,46.88997627,1.359424138,88.26290296,Asia-Pacific,Desktop,,0.303218847,Text,300x250,Summer Sale,,0.459598755,2022,June
2022-06-13,Paid Social,Paid Social - 4 - 2022,271.2352102,2713.812664,3444.607475,0.53617167,30.88808999,1.608442146,116.3826449,Europe,Desktop,,,Image,320x50,Summer Sale,,0.269287126,2022,June
2022-06-13,Paid Video,Paid Video - 3 - 2022,174.0399049,3265.005598,2776.694837,0.42630759,31.12374234,0.997105905,39.98164603,Latin America,Tablet,,,Image,320x50,Summer Sale,,-0.149558935,2022,June
2022-06-13,Affiliate Marketing,Affiliate Marketing - 1 - 2022,481.4902024,8511.738513,4849.35298,0.734629938,57.59311738,0.581624389,82.80975405,Latin America,Desktop,,,Image,728x90,Summer Sale,,-0.430274676,2022,June
2022-06-13,Email Marketing,Email Marketing - 3 - 2022,458.7409674,10523.12599,20506.83942,2.555907277,49.0149249,1.657109423,85.20212352,Europe,Desktop,0.229118334,,Text,728x90,Summer Sale,,0.948740274,2022,June
2022-06-13,Display Ads,Display Ads - 2 - 2022,886.1315971,,,,43.2336442,1.025642905,,Europe,Mobile,,,Image,300x250,Summer Sale,,,2022,June
2022-06-13,Organic Search,Organic Search - 2 - 2022,156.7191447,,,,45.93017264,1.275576889,,Latin America,Tablet,,,Image,728x90,Summer Sale,,,2022,June
2022-06-13,Content Marketing,Content Marketing - 4 - 2022,1625.817281,,,,21.28008404,0.231236455,,Asia-Pacific,Desktop,,,Image,300x250,Summer Sale,,,2022,June
2022-06-14,Paid Search,Paid Search - 2 - 2022,553.0021823,5735.30897,10484.74617,1.367537214,44.59663363,1.795685607,71.98810688,Europe,Tablet,,0.190217467,Text,320x50,Summer Sale,,0.828104855,2022,June
2022-06-14,Paid Social,Paid Social - 4 - 2022,339.7693301,3003.586374,1793.628174,0.331520812,40.30701119,0.474777031,65.78428581,Asia-Pacific,Mobile,,,Text,320x50,Summer Sale,,-0.402837824,2022,June
2022-06-14,Paid Video,Paid Video - 2 - 2022,428.3637265,8310.70373,14555.03286,1.853078261,41.88588536,1.715649458,73.2516005,Europe,Mobile,,,Image,320x50,Summer Sale,,0.751359852,2022,June
2022-06-14,Affiliate Marketing,Affiliate Marketing - 4 - 2022,562.1821661,3530.261449,2114.444013,0.380213068,34.43168899,0.565246567,78.6915767,North America,Desktop,,,Text,728x90,Summer Sale,,-0.401051723,2022,June
2022-06-14,Email Marketing,Email Marketing - 3 - 2022,1140.253142,6958.927492,12414.23271,1.572868047,23.3401738,1.806135882,29.80928735,Latin America,Desktop,0.415345384,,Text,728x90,Summer Sale,,0.783929022,2022,June
2022-06-14,Display Ads,Display Ads - 4 - 2022,1169.618227,,,,27.90963221,1.817377608,,Asia-Pacific,Tablet,,,Text,300x250,Summer Sale,,,2022,June
2022-06-14,Organic Search,Organic Search - 3 - 2022,1399.494594,,,,57.80179314,0.675581634,,Latin America,Tablet,,,Text,320x50,Summer Sale,,,2022,June
2022-06-14,Content Marketing,Content Marketing - 1 - 2022,1656.570988,,,,36.19207008,1.503218759,,Asia-Pacific,Mobile,,,Video,,Summer Sale,30s,,2022,June
2022-06-15,Paid Search,Paid Search - 4 - 2022,332.7611625,6433.077521,6250.547199,0.820133856,38.70405786,0.839971477,58.51598328,Europe,Tablet,,0.209214682,Video,,Summer Sale,30s,-0.028373717,2022,June
2022-06-15,Paid Social,Paid Social - 3 - 2022,576.3338813,2945.672799,2419.268813,0.367955662,21.99249341,0.888750639,111.3008175,North America,Tablet,,,Video,,Summer Sale,30s,-0.178704161,2022,June
2022-06-15,Paid Video,Paid Video - 1 - 2022,243.545912,7589.580118,13554.88863,1.776790206,22.0430921,1.789038236,50.3381242,Europe,Tablet,,,Text,728x90,Summer Sale,,0.785986632,2022,June
2022-06-15,Affiliate Marketing,Affiliate Marketing - 4 - 2022,553.2547524,10979.15995,12281.04197,1.579241608,48.76977302,1.161608122,38.7408803,Europe,Mobile,,,Image,300x250,Summer Sale,,0.118577561,2022,June
2022-06-15,Email Marketing,Email Marketing - 4 - 2022,365.7020961,5770.665502,6354.46877,0.903308595,41.51125363,1.098960093,67.46119322,Latin America,Desktop,0.161329404,,Video,,Summer Sale,30s,0.101167408,2022,June
2022-06-15,Display Ads,Display Ads - 3 - 2022,1613.342746,,,,40.26576428,0.857490049,,North America,Tablet,,,Text,320x50,Summer Sale,,,2022,June
2022-06-15,Organic Search,Organic Search - 1 - 2022,1223.563217,,,,29.64815525,0.663784895,,Latin America,Desktop,,,Image,320x50,Summer Sale,,,2022,June
2022-06-15,Content Marketing,Content Marketing - 3 - 2022,880.5228316,,,,49.79485177,1.580253219,,Europe,Tablet,,,Video,,Summer Sale,30s,,2022,June
2022-06-16,Paid Search,Paid Search - 1 - 2022,778.7273287,4926.077761,4783.330855,0.724496625,26.74738027,1.111425945,41.69452417,Latin America,Mobile,,0.36163101,Image,300x250,Summer Sale,,-0.028977802,2022,June
2022-06-16,Paid Social,Paid Social - 4 - 2022,407.6557949,3093.334129,6142.08735,0.832804125,27.52431788,1.600439207,124.0616823,Europe,Mobile,,,Text,300x250,Summer Sale,,0.985588072,2022,June
2022-06-16,Paid Video,Paid Video - 3 - 2022,471.1708606,8143.59483,16090.55705,2.043707261,38.38478249,1.834570492,77.92911083,Latin America,Desktop,,,Text,728x90,Summer Sale,,0.975854323,2022,June
